goods_code_8,Description_8,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
0105992000 80,Geese,"- - - ",01,05,99,20,00,80
0105993000 80,Turkeys,"- - - ",01,05,99,30,00,80
0105995000 80,Guinea fowls,"- - - ",01,05,99,50,00,80
0106141000 80,Domestic rabbits,"- - - ",01,06,14,10,00,80
0106149000 80,Other,"- - - ",01,06,14,90,00,80
0106391000 80,Pigeons,"- - - ",01,06,39,10,00,80
0106398000 80,Other,"- - - ",01,06,39,80,00,80
0201202000 80,'Compensated' quarters,"- - ",02,01,20,20,00,80
0201203000 80,Unseparated or separated forequarters,"- - ",02,01,20,30,00,80
0201205000 80,Unseparated or separated hindquarters,"- - ",02,01,20,50,00,80
0201209000 80,Other,"- - ",02,01,20,90,00,80
0202201000 80,'Compensated' quarters,"- - ",02,02,20,10,00,80
0202203000 80,Unseparated or separated forequarters,"- - ",02,02,20,30,00,80
0202205000 80,Unseparated or separated hindquarters,"- - ",02,02,20,50,00,80
0202209000 80,Other,"- - ",02,02,20,90,00,80
0202301000 80,"Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; 'compensated' quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece","- - ",02,02,30,10,00,80
0202305000 80,"Crop, chuck-and-blade and brisket cuts","- - ",02,02,30,50,00,80
0202309000 80,Other,"- - ",02,02,30,90,00,80
0203111000 80,Of domestic swine,"- - - ",02,03,11,10,00,80
0203119000 80,Other,"- - - ",02,03,11,90,00,80
0203121100 10,Of domestic swine,"- - - ",02,03,12,11,00,10
0203121100 80,Hams and cuts thereof,"- - - - ",02,03,12,11,00,80
0203121900 80,Shoulders and cuts thereof,"- - - - ",02,03,12,19,00,80
0203129000 80,Other,"- - - ",02,03,12,90,00,80
0203191100 10,Of domestic swine,"- - - ",02,03,19,11,00,10
0203191100 80,Fore-ends and cuts thereof,"- - - - ",02,03,19,11,00,80
0203191300 80,"Loins and cuts thereof, with bone in","- - - - ",02,03,19,13,00,80
0203191500 80,Bellies (streaky) and cuts thereof,"- - - - ",02,03,19,15,00,80
0203195500 10,Other,"- - - - ",02,03,19,55,00,10
0203195500 80,Boneless,"- - - - - ",02,03,19,55,00,80
0203195900 80,Other,"- - - - - ",02,03,19,59,00,80
0203199000 80,Other,"- - - ",02,03,19,90,00,80
0203211000 80,Of domestic swine,"- - - ",02,03,21,10,00,80
0203219000 80,Other,"- - - ",02,03,21,90,00,80
0203221100 10,Of domestic swine,"- - - ",02,03,22,11,00,10
0203221100 80,Hams and cuts thereof,"- - - - ",02,03,22,11,00,80
0203221900 80,Shoulders and cuts thereof,"- - - - ",02,03,22,19,00,80
0203229000 80,Other,"- - - ",02,03,22,90,00,80
0203291100 10,Of domestic swine,"- - - ",02,03,29,11,00,10
0203291100 80,Fore-ends and cuts thereof,"- - - - ",02,03,29,11,00,80
0203291300 80,"Loins and cuts thereof, with bone in","- - - - ",02,03,29,13,00,80
0203291500 80,Bellies (streaky) and cuts thereof,"- - - - ",02,03,29,15,00,80
0203295500 10,Other,"- - - - ",02,03,29,55,00,10
0203295500 80,Boneless,"- - - - - ",02,03,29,55,00,80
0203295900 80,Other,"- - - - - ",02,03,29,59,00,80
0203299000 80,Other,"- - - ",02,03,29,90,00,80
0204221000 80,Short forequarters,"- - - ",02,04,22,10,00,80
0204223000 80,Chines and/or best ends,"- - - ",02,04,22,30,00,80
0204225000 80,Legs,"- - - ",02,04,22,50,00,80
0204229000 80,Other,"- - - ",02,04,22,90,00,80
0204421000 80,Short forequarters,"- - - ",02,04,42,10,00,80
0204423000 80,Chines and/or best ends,"- - - ",02,04,42,30,00,80
0204425000 80,Legs,"- - - ",02,04,42,50,00,80
0204429000 80,Other,"- - - ",02,04,42,90,00,80
0204431000 80,Of lamb,"- - - ",02,04,43,10,00,80
0204439000 80,Other,"- - - ",02,04,43,90,00,80
0204501100 10,Fresh or chilled,"- - ",02,04,50,11,00,10
0204501100 80,Carcases and half-carcases,"- - - ",02,04,50,11,00,80
0204501300 80,Short forequarters,"- - - ",02,04,50,13,00,80
0204501500 80,Chines and/or best ends,"- - - ",02,04,50,15,00,80
0204501900 80,Legs,"- - - ",02,04,50,19,00,80
0204503100 10,Other,"- - - ",02,04,50,31,00,10
0204503100 80,Cuts with bone in,"- - - - ",02,04,50,31,00,80
0204503900 80,Boneless cuts,"- - - - ",02,04,50,39,00,80
0204505100 10,Frozen,"- - ",02,04,50,51,00,10
0204505100 80,Carcases and half-carcases,"- - - ",02,04,50,51,00,80
0204505300 80,Short forequarters,"- - - ",02,04,50,53,00,80
0204505500 80,Chines and/or best ends,"- - - ",02,04,50,55,00,80
0204505900 80,Legs,"- - - ",02,04,50,59,00,80
0204507100 10,Other,"- - - ",02,04,50,71,00,10
0204507100 80,Cuts with bone in,"- - - - ",02,04,50,71,00,80
0204507900 80,Boneless cuts,"- - - - ",02,04,50,79,00,80
0205002000 80,Fresh or chilled,"- ",02,05,00,20,00,80
0205008000 80,Frozen,"- ",02,05,00,80,00,80
0206101000 80,For the manufacture of pharmaceutical products,"- - ",02,06,10,10,00,80
0206109500 10,Other,"- - ",02,06,10,95,00,10
0206109500 80,Thick skirt and thin skirt,"- - - ",02,06,10,95,00,80
0206109800 80,Other,"- - - ",02,06,10,98,00,80
0206291000 80,For the manufacture of pharmaceutical products,"- - - ",02,06,29,10,00,80
0206299100 10,Other,"- - - ",02,06,29,91,00,10
0206299100 80,Thick skirt and thin skirt,"- - - - ",02,06,29,91,00,80
0206299900 80,Other,"- - - - ",02,06,29,99,00,80
0206801000 80,For the manufacture of pharmaceutical products,"- - ",02,06,80,10,00,80
0206809100 10,Other,"- - ",02,06,80,91,00,10
0206809100 80,"Of horses, asses, mules and hinnies","- - - ",02,06,80,91,00,80
0206809900 80,Of sheep and goats,"- - - ",02,06,80,99,00,80
0206901000 80,For the manufacture of pharmaceutical products,"- - ",02,06,90,10,00,80
0206909100 10,Other,"- - ",02,06,90,91,00,10
0206909100 80,"Of horses, asses, mules and hinnies","- - - ",02,06,90,91,00,80
0206909900 80,Of sheep and goats,"- - - ",02,06,90,99,00,80
0207111000 80,"Plucked and gutted, with heads and feet, known as '83|%|chickens'","- - - ",02,07,11,10,00,80
0207113000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|chickens'","- - - ",02,07,11,30,00,80
0207119000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65|%|chickens', or otherwise presented","- - - ",02,07,11,90,00,80
0207121000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|chickens'","- - - ",02,07,12,10,00,80
0207129000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65|%|chickens', or otherwise presented","- - - ",02,07,12,90,00,80
0207131000 10,Cuts,"- - - ",02,07,13,10,00,10
0207131000 80,Boneless,"- - - - ",02,07,13,10,00,80
0207132000 10,With bone in,"- - - - ",02,07,13,20,00,10
0207132000 80,Halves or quarters,"- - - - - ",02,07,13,20,00,80
0207133000 80,"Whole wings, with or without tips","- - - - - ",02,07,13,30,00,80
0207134000 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,13,40,00,80
0207135000 80,Breasts and cuts thereof,"- - - - - ",02,07,13,50,00,80
0207136000 80,Legs and cuts thereof,"- - - - - ",02,07,13,60,00,80
0207137000 80,Other,"- - - - - ",02,07,13,70,00,80
0207139100 10,Offal,"- - - ",02,07,13,91,00,10
0207139100 80,Livers,"- - - - ",02,07,13,91,00,80
0207139900 80,Other,"- - - - ",02,07,13,99,00,80
0207141000 10,Cuts,"- - - ",02,07,14,10,00,10
0207141000 80,Boneless,"- - - - ",02,07,14,10,00,80
0207142000 10,With bone in,"- - - - ",02,07,14,20,00,10
0207142000 80,Halves or quarters,"- - - - - ",02,07,14,20,00,80
0207143000 80,"Whole wings, with or without tips","- - - - - ",02,07,14,30,00,80
0207144000 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,14,40,00,80
0207145000 80,Breasts and cuts thereof,"- - - - - ",02,07,14,50,00,80
0207146000 80,Legs and cuts thereof,"- - - - - ",02,07,14,60,00,80
0207147000 80,Other,"- - - - - ",02,07,14,70,00,80
0207149100 10,Offal,"- - - ",02,07,14,91,00,10
0207149100 80,Livers,"- - - - ",02,07,14,91,00,80
0207149900 80,Other,"- - - - ",02,07,14,99,00,80
0207241000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80|%|turkeys'","- - - ",02,07,24,10,00,80
0207249000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73|%|turkeys', or otherwise presented","- - - ",02,07,24,90,00,80
0207251000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80|%|turkeys'","- - - ",02,07,25,10,00,80
0207259000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73|%|turkeys', or otherwise presented","- - - ",02,07,25,90,00,80
0207261000 10,Cuts,"- - - ",02,07,26,10,00,10
0207261000 80,Boneless,"- - - - ",02,07,26,10,00,80
0207262000 10,With bone in,"- - - - ",02,07,26,20,00,10
0207262000 80,Halves or quarters,"- - - - - ",02,07,26,20,00,80
0207263000 80,"Whole wings, with or without tips","- - - - - ",02,07,26,30,00,80
0207264000 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,26,40,00,80
0207265000 80,Breasts and cuts thereof,"- - - - - ",02,07,26,50,00,80
0207266000 10,Legs and cuts thereof,"- - - - - ",02,07,26,60,00,10
0207266000 80,Drumsticks and cuts of drumsticks,"- - - - - - ",02,07,26,60,00,80
0207267000 80,Other,"- - - - - - ",02,07,26,70,00,80
0207268000 80,Other,"- - - - - ",02,07,26,80,00,80
0207269100 10,Offal,"- - - ",02,07,26,91,00,10
0207269100 80,Livers,"- - - - ",02,07,26,91,00,80
0207269900 80,Other,"- - - - ",02,07,26,99,00,80
0207271000 10,Cuts,"- - - ",02,07,27,10,00,10
0207271000 80,Boneless,"- - - - ",02,07,27,10,00,80
0207272000 10,With bone in,"- - - - ",02,07,27,20,00,10
0207272000 80,Halves or quarters,"- - - - - ",02,07,27,20,00,80
0207273000 80,"Whole wings, with or without tips","- - - - - ",02,07,27,30,00,80
0207274000 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,27,40,00,80
0207275000 80,Breasts and cuts thereof,"- - - - - ",02,07,27,50,00,80
0207276000 10,Legs and cuts thereof,"- - - - - ",02,07,27,60,00,10
0207276000 80,Drumsticks and cuts thereof,"- - - - - - ",02,07,27,60,00,80
0207277000 80,Other,"- - - - - - ",02,07,27,70,00,80
0207278000 80,Other,"- - - - - ",02,07,27,80,00,80
0207279100 10,Offal,"- - - ",02,07,27,91,00,10
0207279100 80,Livers,"- - - - ",02,07,27,91,00,80
0207279900 80,Other,"- - - - ",02,07,27,99,00,80
0207412000 80,"Plucked, bled, gutted but not drawn, with heads and feet, known as '85|%|ducks'","- - - ",02,07,41,20,00,80
0207413000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|ducks'","- - - ",02,07,41,30,00,80
0207418000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63|%|ducks', or otherwise presented","- - - ",02,07,41,80,00,80
0207423000 80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|ducks'","- - - ",02,07,42,30,00,80
0207428000 80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63|%|ducks', or otherwise presented","- - - ",02,07,42,80,00,80
0207441000 10,Cuts,"- - - ",02,07,44,10,00,10
0207441000 80,Boneless,"- - - - ",02,07,44,10,00,80
0207442100 10,With bone in,"- - - - ",02,07,44,21,00,10
0207442100 80,Halves or quarters,"- - - - - ",02,07,44,21,00,80
0207443100 80,"Whole wings, with or without tips","- - - - - ",02,07,44,31,00,80
0207444100 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,44,41,00,80
0207445100 80,Breasts and cuts thereof,"- - - - - ",02,07,44,51,00,80
0207446100 80,Legs and cuts thereof,"- - - - - ",02,07,44,61,00,80
0207447100 80,Paletots,"- - - - - ",02,07,44,71,00,80
0207448100 80,Other,"- - - - - ",02,07,44,81,00,80
0207449100 10,Offal,"- - - ",02,07,44,91,00,10
0207449100 80,"Livers, other than fatty livers","- - - - ",02,07,44,91,00,80
0207449900 80,Other,"- - - - ",02,07,44,99,00,80
0207451000 10,Cuts,"- - - ",02,07,45,10,00,10
0207451000 80,Boneless,"- - - - ",02,07,45,10,00,80
0207452100 10,With bone in,"- - - - ",02,07,45,21,00,10
0207452100 80,Halves or quarters,"- - - - - ",02,07,45,21,00,80
0207453100 80,"Whole wings, with or without tips","- - - - - ",02,07,45,31,00,80
0207454100 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,45,41,00,80
0207455100 80,Breasts and cuts thereof,"- - - - - ",02,07,45,51,00,80
0207456100 80,Legs and cuts thereof,"- - - - - ",02,07,45,61,00,80
0207457100 80,Paletots,"- - - - - ",02,07,45,71,00,80
0207458100 80,Other,"- - - - - ",02,07,45,81,00,80
0207459300 10,Offal,"- - - ",02,07,45,93,00,10
0207459300 20,Livers,"- - - - ",02,07,45,93,00,20
0207459300 80,Fatty livers,"- - - - - ",02,07,45,93,00,80
0207459500 80,Other,"- - - - - ",02,07,45,95,00,80
0207459900 80,Other,"- - - - ",02,07,45,99,00,80
0207511000 80,"Plucked, bled, not drawn, with heads and feet, known as '82|%|geese'","- - - ",02,07,51,10,00,80
0207519000 80,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75|%|geese', or otherwise presented","- - - ",02,07,51,90,00,80
0207521000 80,"Plucked, bled, not drawn, with heads and feet, known as '82|%|geese'","- - - ",02,07,52,10,00,80
0207529000 80,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75|%|geese', or otherwise presented","- - - ",02,07,52,90,00,80
0207541000 10,Cuts,"- - - ",02,07,54,10,00,10
0207541000 80,Boneless,"- - - - ",02,07,54,10,00,80
0207542100 10,With bone in,"- - - - ",02,07,54,21,00,10
0207542100 80,Halves or quarters,"- - - - - ",02,07,54,21,00,80
0207543100 80,"Whole wings, with or without tips","- - - - - ",02,07,54,31,00,80
0207544100 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,54,41,00,80
0207545100 80,Breasts and cuts thereof,"- - - - - ",02,07,54,51,00,80
0207546100 80,Legs and cuts thereof,"- - - - - ",02,07,54,61,00,80
0207547100 80,Paletots,"- - - - - ",02,07,54,71,00,80
0207548100 80,Other,"- - - - - ",02,07,54,81,00,80
0207549100 10,Offal,"- - - ",02,07,54,91,00,10
0207549100 80,"Livers, other than fatty livers","- - - - ",02,07,54,91,00,80
0207549900 80,Other,"- - - - ",02,07,54,99,00,80
0207551000 10,Cuts,"- - - ",02,07,55,10,00,10
0207551000 80,Boneless,"- - - - ",02,07,55,10,00,80
0207552100 10,With bone in,"- - - - ",02,07,55,21,00,10
0207552100 80,Halves or quarters,"- - - - - ",02,07,55,21,00,80
0207553100 80,"Whole wings, with or without tips","- - - - - ",02,07,55,31,00,80
0207554100 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,55,41,00,80
0207555100 80,Breasts and cuts thereof,"- - - - - ",02,07,55,51,00,80
0207556100 80,Legs and cuts thereof,"- - - - - ",02,07,55,61,00,80
0207557100 80,Paletots,"- - - - - ",02,07,55,71,00,80
0207558100 80,Other,"- - - - - ",02,07,55,81,00,80
0207559300 10,Offal,"- - - ",02,07,55,93,00,10
0207559300 20,Livers,"- - - - ",02,07,55,93,00,20
0207559300 80,Fatty livers,"- - - - - ",02,07,55,93,00,80
0207559500 80,Other,"- - - - - ",02,07,55,95,00,80
0207559900 80,Other,"- - - - ",02,07,55,99,00,80
0207600500 80,"Not cut in pieces, fresh, chilled or frozen","- - ",02,07,60,05,00,80
0207601000 10,"Other, fresh, chilled or frozen","- - ",02,07,60,10,00,10
0207601000 20,Cuts,"- - - ",02,07,60,10,00,20
0207601000 80,Boneless,"- - - - ",02,07,60,10,00,80
0207602100 10,With bone in,"- - - - ",02,07,60,21,00,10
0207602100 80,Halves or quarters,"- - - - - ",02,07,60,21,00,80
0207603100 80,"Whole wings, with or without tips","- - - - - ",02,07,60,31,00,80
0207604100 80,"Backs, necks, backs with necks attached, rumps and wing-tips","- - - - - ",02,07,60,41,00,80
0207605100 80,Breasts and cuts thereof,"- - - - - ",02,07,60,51,00,80
0207606100 80,Legs and cuts thereof,"- - - - - ",02,07,60,61,00,80
0207608100 80,Other,"- - - - - ",02,07,60,81,00,80
0207609100 10,Offal,"- - - ",02,07,60,91,00,10
0207609100 80,Livers,"- - - - ",02,07,60,91,00,80
0207609900 80,Other,"- - - - ",02,07,60,99,00,80
0208101000 80,Of domestic rabbits,"- - ",02,08,10,10,00,80
0208109000 80,Other,"- - ",02,08,10,90,00,80
0208401000 80,Whale meat,"- - ",02,08,40,10,00,80
0208402000 80,Seal meat,"- - ",02,08,40,20,00,80
0208408000 80,Other,"- - ",02,08,40,80,00,80
0208901000 80,Of domestic pigeons,"- - ",02,08,90,10,00,80
0208903000 80,"Of game, other than of rabbits or hares","- - ",02,08,90,30,00,80
0208906000 80,Of reindeer,"- - ",02,08,90,60,00,80
0208907000 80,Frogs' legs,"- - ",02,08,90,70,00,80
0208909800 80,Other,"- - ",02,08,90,98,00,80
0209101100 10,Subcutaneous pig fat,"- - ",02,09,10,11,00,10
0209101100 80,"Fresh, chilled, frozen, salted or in brine","- - - ",02,09,10,11,00,80
0209101900 80,Dried or smoked,"- - - ",02,09,10,19,00,80
0209109000 80,"Pig fat, other than that of subheading|0209|10|11|or 0209|10|19","- - ",02,09,10,90,00,80
0210111100 10,Of domestic swine,"- - - ",02,10,11,11,00,10
0210111100 20,Salted or in brine,"- - - - ",02,10,11,11,00,20
0210111100 80,Hams and cuts thereof,"- - - - - ",02,10,11,11,00,80
0210111900 80,Shoulders and cuts thereof,"- - - - - ",02,10,11,19,00,80
0210113100 10,Dried or smoked,"- - - - ",02,10,11,31,00,10
0210113100 80,Hams and cuts thereof,"- - - - - ",02,10,11,31,00,80
0210113900 80,Shoulders and cuts thereof,"- - - - - ",02,10,11,39,00,80
0210119000 80,Other,"- - - ",02,10,11,90,00,80
0210121100 10,Of domestic swine,"- - - ",02,10,12,11,00,10
0210121100 80,Salted or in brine,"- - - - ",02,10,12,11,00,80
0210121900 80,Dried or smoked,"- - - - ",02,10,12,19,00,80
0210129000 80,Other,"- - - ",02,10,12,90,00,80
0210191000 10,Of domestic swine,"- - - ",02,10,19,10,00,10
0210191000 20,Salted or in brine,"- - - - ",02,10,19,10,00,20
0210191000 80,Bacon sides or spencers,"- - - - - ",02,10,19,10,00,80
0210192000 80,Three-quarter sides or middles,"- - - - - ",02,10,19,20,00,80
0210193000 80,Fore-ends and cuts thereof,"- - - - - ",02,10,19,30,00,80
0210194000 80,Loins and cuts thereof,"- - - - - ",02,10,19,40,00,80
0210195000 80,Other,"- - - - - ",02,10,19,50,00,80
0210196000 10,Dried or smoked,"- - - - ",02,10,19,60,00,10
0210196000 80,Fore-ends and cuts thereof,"- - - - - ",02,10,19,60,00,80
0210197000 80,Loins and cuts thereof,"- - - - - ",02,10,19,70,00,80
0210198100 10,Other,"- - - - - ",02,10,19,81,00,10
0210198100 80,Boneless,"- - - - - - ",02,10,19,81,00,80
0210198900 80,Other,"- - - - - - ",02,10,19,89,00,80
0210199000 80,Other,"- - - ",02,10,19,90,00,80
0210201000 80,With bone in,"- - ",02,10,20,10,00,80
0210209000 80,Boneless,"- - ",02,10,20,90,00,80
0210921000 80,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)","- - - ",02,10,92,10,00,80
0210929100 10,Other,"- - - ",02,10,92,91,00,10
0210929100 80,Meat,"- - - - ",02,10,92,91,00,80
0210929200 80,Offal,"- - - - ",02,10,92,92,00,80
0210929900 80,Edible flours and meals of meat or meat offal,"- - - - ",02,10,92,99,00,80
0210991000 10,Meat,"- - - ",02,10,99,10,00,10
0210991000 80,"Of horses, salted, in brine or dried","- - - - ",02,10,99,10,00,80
0210992100 10,Of sheep and goats,"- - - - ",02,10,99,21,00,10
0210992100 80,With bone in,"- - - - - ",02,10,99,21,00,80
0210992900 80,Boneless,"- - - - - ",02,10,99,29,00,80
0210993100 80,Of reindeer,"- - - - ",02,10,99,31,00,80
0210993900 80,Other,"- - - - ",02,10,99,39,00,80
0210994100 10,Offal,"- - - ",02,10,99,41,00,10
0210994100 20,Of domestic swine,"- - - - ",02,10,99,41,00,20
0210994100 80,Livers,"- - - - - ",02,10,99,41,00,80
0210994900 80,Other,"- - - - - ",02,10,99,49,00,80
0210995100 10,Of bovine animals,"- - - - ",02,10,99,51,00,10
0210995100 80,Thick skirt and thin skirt,"- - - - - ",02,10,99,51,00,80
0210995900 80,Other,"- - - - - ",02,10,99,59,00,80
0210997100 10,Other,"- - - - ",02,10,99,71,00,10
0210997100 20,Poultry liver,"- - - - - ",02,10,99,71,00,20
0210997100 80,"Fatty livers of geese or ducks, salted or in brine","- - - - - - ",02,10,99,71,00,80
0210997900 80,Other,"- - - - - - ",02,10,99,79,00,80
0210998500 80,Other,"- - - - - ",02,10,99,85,00,80
0210999000 80,Edible flours and meals of meat or meat offal,"- - - ",02,10,99,90,00,80
0301911000 80,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster,"- - - ",03,01,91,10,00,80
0301919000 80,Other,"- - - ",03,01,91,90,00,80
0301921000 80,Of a length of less than 12|cm,"- - - ",03,01,92,10,00,80
0301923000 80,Of a length of 12|cm or more but less than 20|cm,"- - - ",03,01,92,30,00,80
0301929000 80,Of a length of 20|cm or more,"- - - ",03,01,92,90,00,80
0301941000 80,Atlantic bluefin tuna (Thunnus thynnus),"- - - ",03,01,94,10,00,80
0301949000 80,Pacific bluefin tuna (Thunnus orientalis),"- - - ",03,01,94,90,00,80
0301991100 10,Freshwater fish,"- - - ",03,01,99,11,00,10
0301991100 80,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","- - - - ",03,01,99,11,00,80
0301991700 80,Other,"- - - - ",03,01,99,17,00,80
0301998500 80,Other,"- - - ",03,01,99,85,00,80
0302111000 80,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster,"- - - ",03,02,11,10,00,80
0302112000 80,"Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2|kg each, or with heads off, gilled and gutted, weighing more than 1|kg each","- - - ",03,02,11,20,00,80
0302118000 80,Other,"- - - ",03,02,11,80,00,80
0302211000 80,Lesser or Greenland halibut (Reinhardtius hippoglossoides),"- - - ",03,02,21,10,00,80
0302213000 80,Atlantic halibut (Hippoglossus hippoglossus),"- - - ",03,02,21,30,00,80
0302219000 80,Pacific halibut (Hippoglossus stenolepis),"- - - ",03,02,21,90,00,80
0302291000 80,Megrim (Lepidorhombus spp.),"- - - ",03,02,29,10,00,80
0302298000 80,Other,"- - - ",03,02,29,80,00,80
0302311000 80,For the industrial manufacture of products of heading|1604,"- - - ",03,02,31,10,00,80
0302319000 80,Other,"- - - ",03,02,31,90,00,80
0302321000 80,For the industrial manufacture of products of heading|1604,"- - - ",03,02,32,10,00,80
0302329000 80,Other,"- - - ",03,02,32,90,00,80
0302331000 80,For the industrial manufacture of products of heading|1604,"- - - ",03,02,33,10,00,80
0302339000 80,Other,"- - - ",03,02,33,90,00,80
0302341000 80,For the industrial manufacture of products of heading|1604,"- - - ",03,02,34,10,00,80
0302349000 80,Other,"- - - ",03,02,34,90,00,80
0302351100 10,Atlantic bluefin tuna (Thunnus thynnus),"- - - ",03,02,35,11,00,10
0302351100 80,For the industrial manufacture of products of heading|1604,"- - - - ",03,02,35,11,00,80
0302351900 80,Other,"- - - - ",03,02,35,19,00,80
0302359100 10,Pacific bluefin tuna (Thunnus orientalis),"- - - ",03,02,35,91,00,10
