goods_code_6,Description_6,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
5810990000 80,Of other textile materials,"- - ",58,10,99,00,00,80
5901100000 80,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like","- ",59,01,10,00,00,80
5901900000 80,Other,"- ",59,01,90,00,00,80
5902100000 80,Of nylon or other polyamides,"- ",59,02,10,00,00,80
5902200000 80,Of polyesters,"- ",59,02,20,00,00,80
5902900000 80,Other,"- ",59,02,90,00,00,80
5903100000 80,With poly(vinyl chloride),"- ",59,03,10,00,00,80
5903200000 80,With polyurethane,"- ",59,03,20,00,00,80
5903900000 80,Other,"- ",59,03,90,00,00,80
5904100000 80,Linoleum,"- ",59,04,10,00,00,80
5904900000 80,Other,"- ",59,04,90,00,00,80
5906100000 80,Adhesive tape of a width not exceeding 20|cm,"- ",59,06,10,00,00,80
5906910000 10,Other,"- ",59,06,91,00,00,10
5906910000 80,Knitted or crocheted,"- - ",59,06,91,00,00,80
5906990000 80,Other,"- - ",59,06,99,00,00,80
5911100000 80,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams)","- ",59,11,10,00,00,80
5911200000 80,"Bolting cloth, whether or not made up","- ",59,11,20,00,00,80
5911310000 10,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement)","- ",59,11,31,00,00,10
5911310000 80,Weighing less than 650|g/m$2,"- - ",59,11,31,00,00,80
5911320000 80,Weighing 650|g/m$2|or more,"- - ",59,11,32,00,00,80
5911400000 80,"Straining cloth of a kind used in oil-presses or the like, including that of human hair","- ",59,11,40,00,00,80
5911900000 80,Other,"- ",59,11,90,00,00,80
6001100000 80,'Long pile' fabrics,"- ",60,01,10,00,00,80
6001210000 10,Looped pile fabrics,"- ",60,01,21,00,00,10
6001210000 80,Of cotton,"- - ",60,01,21,00,00,80
6001220000 80,Of man-made fibres,"- - ",60,01,22,00,00,80
6001290000 80,Of other textile materials,"- - ",60,01,29,00,00,80
3904100000 80,"Poly(vinyl chloride), not mixed with any other substances","- ",39,04,10,00,00,80
3904210000 10,Other poly(vinyl chloride),"- ",39,04,21,00,00,10
3904210000 80,Non-plasticised,"- - ",39,04,21,00,00,80
3904220000 80,Plasticised,"- - ",39,04,22,00,00,80
3904300000 80,Vinyl chloride-vinyl acetate copolymers,"- ",39,04,30,00,00,80
3904400000 80,Other vinyl chloride copolymers,"- ",39,04,40,00,00,80
3904500000 80,Vinylidene chloride polymers,"- ",39,04,50,00,00,80
3904610000 10,Fluoropolymers,"- ",39,04,61,00,00,10
3904610000 80,Polytetrafluoroethylene,"- - ",39,04,61,00,00,80
3904690000 80,Other,"- - ",39,04,69,00,00,80
3904900000 80,Other,"- ",39,04,90,00,00,80
3905120000 10,Poly(vinyl acetate),"- ",39,05,12,00,00,10
3905120000 80,In aqueous dispersion,"- - ",39,05,12,00,00,80
3905190000 80,Other,"- - ",39,05,19,00,00,80
3905210000 10,Vinyl acetate copolymers,"- ",39,05,21,00,00,10
3905210000 80,In aqueous dispersion,"- - ",39,05,21,00,00,80
3905290000 80,Other,"- - ",39,05,29,00,00,80
3905300000 80,"Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","- ",39,05,30,00,00,80
3905910000 10,Other,"- ",39,05,91,00,00,10
3905910000 80,Copolymers,"- - ",39,05,91,00,00,80
3905990000 80,Other,"- - ",39,05,99,00,00,80
3906100000 80,Poly(methyl methacrylate),"- ",39,06,10,00,00,80
3906900000 80,Other,"- ",39,06,90,00,00,80
3907100000 80,Polyacetals,"- ",39,07,10,00,00,80
3907200000 80,Other polyethers,"- ",39,07,20,00,00,80
3907300000 80,Epoxide resins,"- ",39,07,30,00,00,80
3907400000 80,Polycarbonates,"- ",39,07,40,00,00,80
3907500000 80,Alkyd resins,"- ",39,07,50,00,00,80
3907610000 10,Poly(ethylene terephthalate),"- ",39,07,61,00,00,10
3907610000 80,Having a viscosity number of 78|ml/g or higher,"- - ",39,07,61,00,00,80
3907690000 80,Other,"- - ",39,07,69,00,00,80
3907700000 80,Poly(lactic acid),"- ",39,07,70,00,00,80
3907910000 10,Other polyesters,"- ",39,07,91,00,00,10
3907910000 80,Unsaturated,"- - ",39,07,91,00,00,80
3907990000 80,Other,"- - ",39,07,99,00,00,80
3908100000 80,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10|or -6,12","- ",39,08,10,00,00,80
3908900000 80,Other,"- ",39,08,90,00,00,80
3909100000 80,Urea resins; thiourea resins,"- ",39,09,10,00,00,80
3909200000 80,Melamine resins,"- ",39,09,20,00,00,80
7211130000 10,Not further worked than hot-rolled,"- ",72,11,13,00,00,10
7211130000 80,"Rolled on four faces or in a closed box pass, of a width exceeding 150|mm and a thickness of not less than 4|mm, not in coils and without patterns in relief","- - ",72,11,13,00,00,80
7211140000 80,"Other, of a thickness of 4,75|mm or more","- - ",72,11,14,00,00,80
7211190000 80,Other,"- - ",72,11,19,00,00,80
7211230000 10,Not further worked than cold-rolled (cold-reduced),"- ",72,11,23,00,00,10
7211230000 80,"Containing by weight less than 0,25|% of carbon","- - ",72,11,23,00,00,80
7211290000 80,Other,"- - ",72,11,29,00,00,80
7211900000 80,Other,"- ",72,11,90,00,00,80
7212100000 80,Plated or coated with tin,"- ",72,12,10,00,00,80
7212200000 80,Electrolytically plated or coated with zinc,"- ",72,12,20,00,00,80
7212300000 80,Otherwise plated or coated with zinc,"- ",72,12,30,00,00,80
7212400000 80,"Painted, varnished or coated with plastics","- ",72,12,40,00,00,80
7212500000 80,Otherwise plated or coated,"- ",72,12,50,00,00,80
7212600000 80,Clad,"- ",72,12,60,00,00,80
7213100000 80,"Containing indentations, ribs, grooves or other deformations produced during the rolling process","- ",72,13,10,00,00,80
7213200000 80,"Other, of free-cutting steel","- ",72,13,20,00,00,80
7213910000 10,Other,"- ",72,13,91,00,00,10
7213910000 80,Of circular cross-section measuring less than 14|mm in diameter,"- - ",72,13,91,00,00,80
7213990000 80,Other,"- - ",72,13,99,00,00,80
7214100000 80,Forged,"- ",72,14,10,00,00,80
7214200000 80,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling","- ",72,14,20,00,00,80
7214300000 80,"Other, of free-cutting steel","- ",72,14,30,00,00,80
7214910000 10,Other,"- ",72,14,91,00,00,10
7214910000 80,Of rectangular (other than square) cross-section,"- - ",72,14,91,00,00,80
7214990000 80,Other,"- - ",72,14,99,00,00,80
7215100000 80,"Of free-cutting steel, not further worked than cold-formed or cold-finished","- ",72,15,10,00,00,80
7215500000 80,"Other, not further worked than cold-formed or cold-finished","- ",72,15,50,00,00,80
7215900000 80,Other,"- ",72,15,90,00,00,80
7216100000 80,"U, I or H|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm","- ",72,16,10,00,00,80
7216210000 10,"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm","- ",72,16,21,00,00,10
7216210000 80,L|sections,"- - ",72,16,21,00,00,80
7216220000 80,T|sections,"- - ",72,16,22,00,00,80
7216310000 10,"U, I or H|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more","- ",72,16,31,00,00,10
7216310000 80,U|sections,"- - ",72,16,31,00,00,80
7216320000 80,I|sections,"- - ",72,16,32,00,00,80
7216330000 80,H|sections,"- - ",72,16,33,00,00,80
7216400000 80,"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more","- ",72,16,40,00,00,80
7216500000 80,"Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded","- ",72,16,50,00,00,80
7216610000 10,"Angles, shapes and sections, not further worked than cold-formed or cold-finished","- ",72,16,61,00,00,10
7216610000 80,Obtained from flat-rolled products,"- - ",72,16,61,00,00,80
7216690000 80,Other,"- - ",72,16,69,00,00,80
7216910000 10,Other,"- ",72,16,91,00,00,10
7216910000 80,Cold-formed or cold-finished from flat-rolled products,"- - ",72,16,91,00,00,80
7216990000 80,Other,"- - ",72,16,99,00,00,80
7217100000 80,"Not plated or coated, whether or not polished","- ",72,17,10,00,00,80
7217200000 80,Plated or coated with zinc,"- ",72,17,20,00,00,80
7217300000 80,Plated or coated with other base metals,"- ",72,17,30,00,00,80
7217900000 80,Other,"- ",72,17,90,00,00,80
7218100000 80,Ingots and other primary forms,"- ",72,18,10,00,00,80
8414400000 80,Air compressors mounted on a wheeled chassis for towing,"- ",84,14,40,00,00,80
8414510000 10,Fans,"- ",84,14,51,00,00,10
8414510000 80,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125|W","- - ",84,14,51,00,00,80
8414590000 80,Other,"- - ",84,14,59,00,00,80
8414600000 80,Hoods having a maximum horizontal side not exceeding 120|cm,"- ",84,14,60,00,00,80
8414800000 80,Other,"- ",84,14,80,00,00,80
8414900000 80,Parts,"- ",84,14,90,00,00,80
8415100000 80,"Of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or """"split-system","- ",84,15,10,00,00,80
8415200000 80,"Of a kind used for persons, in motor vehicles","- ",84,15,20,00,00,80
8415810000 10,Other,"- ",84,15,81,00,00,10
8415810000 80,Incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps),"- - ",84,15,81,00,00,80
8415820000 80,"Other, incorporating a refrigerating unit","- - ",84,15,82,00,00,80
8415830000 80,Not incorporating a refrigerating unit,"- - ",84,15,83,00,00,80
8415900000 80,Parts,"- ",84,15,90,00,00,80
8416100000 80,Furnace burners for liquid fuel,"- ",84,16,10,00,00,80
8416200000 80,"Other furnace burners, including combination burners","- ",84,16,20,00,00,80
8416300000 80,"Mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances","- ",84,16,30,00,00,80
8416900000 80,Parts,"- ",84,16,90,00,00,80
8417100000 80,"Furnaces and ovens for the roasting, melting or other heat treatment of ores, pyrites or of metals","- ",84,17,10,00,00,80
8417200000 80,"Bakery ovens, including biscuit ovens","- ",84,17,20,00,00,80
8417800000 80,Other,"- ",84,17,80,00,00,80
8417900000 80,Parts,"- ",84,17,90,00,00,80
8418100000 80,"Combined refrigerator-freezers, fitted with separate external doors","- ",84,18,10,00,00,80
8418210000 10,"Refrigerators, household type","- ",84,18,21,00,00,10
8418210000 80,Compression-type,"- - ",84,18,21,00,00,80
8418290000 80,Other,"- - ",84,18,29,00,00,80
8418300000 80,"Freezers of the chest type, not exceeding 800|litres capacity","- ",84,18,30,00,00,80
8418400000 80,"Freezers of the upright type, not exceeding 900|litres capacity","- ",84,18,40,00,00,80
8418500000 80,"Other furniture (chests, cabinets, display counters, showcases and the like) for storage and display, incorporating refrigerating or freezing equipment","- ",84,18,50,00,00,80
8418610000 10,Other refrigerating or freezing equipment; heat pumps,"- ",84,18,61,00,00,10
8418610000 80,Heat pumps other than air conditioning machines of heading|8415,"- - ",84,18,61,00,00,80
8418690000 80,Other,"- - ",84,18,69,00,00,80
8418910000 10,Parts,"- ",84,18,91,00,00,10
8418910000 80,Furniture designed to receive refrigerating or freezing equipment,"- - ",84,18,91,00,00,80
8418990000 80,Other,"- - ",84,18,99,00,00,80
8419110000 10,"Instantaneous or storage water heaters, non-electric","- ",84,19,11,00,00,10
8419110000 80,Instantaneous gas water heaters,"- - ",84,19,11,00,00,80
8419190000 80,Other,"- - ",84,19,19,00,00,80
8419200000 80,"Medical, surgical or laboratory sterilisers","- ",84,19,20,00,00,80
8419310000 10,Dryers,"- ",84,19,31,00,00,10
8419310000 80,For agricultural products,"- - ",84,19,31,00,00,80
8419320000 80,"For wood, paper pulp, paper or paperboard","- - ",84,19,32,00,00,80
8419390000 80,Other,"- - ",84,19,39,00,00,80
8419400000 80,Distilling or rectifying plant,"- ",84,19,40,00,00,80
8419500000 80,Heat-exchange units,"- ",84,19,50,00,00,80
8419600000 80,Machinery for liquefying air or other gases,"- ",84,19,60,00,00,80
8419810000 10,"Other machinery, plant and equipment","- ",84,19,81,00,00,10
8419810000 80,For making hot drinks or for cooking or heating food,"- - ",84,19,81,00,00,80
8419890000 80,Other,"- - ",84,19,89,00,00,80
8419900000 80,Parts,"- ",84,19,90,00,00,80
8420100000 80,Calendering or other rolling machines,"- ",84,20,10,00,00,80
8420910000 10,Parts,"- ",84,20,91,00,00,10
8420910000 80,Cylinders,"- - ",84,20,91,00,00,80
8420990000 80,Other,"- - ",84,20,99,00,00,80
8421110000 10,"Centrifuges, including centrifugal dryers","- ",84,21,11,00,00,10
8421110000 80,Cream separators,"- - ",84,21,11,00,00,80
8421120000 80,Clothes dryers,"- - ",84,21,12,00,00,80
8421190000 80,Other,"- - ",84,21,19,00,00,80
8421210000 10,Filtering or purifying machinery and apparatus for liquids,"- ",84,21,21,00,00,10
8421210000 80,For filtering or purifying water,"- - ",84,21,21,00,00,80
8421220000 80,For filtering or purifying beverages other than water,"- - ",84,21,22,00,00,80
8421230000 80,Oil or petrol filters for internal combustion engines,"- - ",84,21,23,00,00,80
8421290000 80,Other,"- - ",84,21,29,00,00,80
8421310000 10,Filtering or purifying machinery and apparatus for gases,"- ",84,21,31,00,00,10
8421310000 80,Intake air filters for internal combustion engines,"- - ",84,21,31,00,00,80
8421390000 80,Other,"- - ",84,21,39,00,00,80
6001910000 10,Other,"- ",60,01,91,00,00,10
6001910000 80,Of cotton,"- - ",60,01,91,00,00,80
6001920000 80,Of man-made fibres,"- - ",60,01,92,00,00,80
6001990000 80,Of other textile materials,"- - ",60,01,99,00,00,80
6002400000 80,"Containing by weight 5|% or more of elastomeric yarn, but not containing rubber thread","- ",60,02,40,00,00,80
6002900000 80,Other,"- ",60,02,90,00,00,80
6003100000 80,Of wool or fine animal hair,"- ",60,03,10,00,00,80
6003200000 80,Of cotton,"- ",60,03,20,00,00,80
6003300000 80,Of synthetic fibres,"- ",60,03,30,00,00,80
6003400000 80,Of artificial fibres,"- ",60,03,40,00,00,80
6003900000 80,Other,"- ",60,03,90,00,00,80
6004100000 80,"Containing by weight 5|% or more of elastomeric yarn, but not containing rubber thread","- ",60,04,10,00,00,80
6004900000 80,Other,"- ",60,04,90,00,00,80
6005210000 10,Of cotton,"- ",60,05,21,00,00,10
6005210000 80,Unbleached or bleached,"- - ",60,05,21,00,00,80
6005220000 80,Dyed,"- - ",60,05,22,00,00,80
6005230000 80,Of yarns of different colours,"- - ",60,05,23,00,00,80
6005240000 80,Printed,"- - ",60,05,24,00,00,80
6005350000 10,Of synthetic fibres,"- ",60,05,35,00,00,10
6005350000 80,Fabrics specified in subheading note 1|to this chapter,"- - ",60,05,35,00,00,80
6005360000 80,"Other, unbleached or bleached","- - ",60,05,36,00,00,80
6005370000 80,"Other, dyed","- - ",60,05,37,00,00,80
6005380000 80,"Other, of yarns of different colours","- - ",60,05,38,00,00,80
6005390000 80,"Other, printed","- - ",60,05,39,00,00,80
6005410000 10,Of artificial fibres,"- ",60,05,41,00,00,10
6005410000 80,Unbleached or bleached,"- - ",60,05,41,00,00,80
6005420000 80,Dyed,"- - ",60,05,42,00,00,80
6005430000 80,Of yarns of different colours,"- - ",60,05,43,00,00,80
6005440000 80,Printed,"- - ",60,05,44,00,00,80
6005900000 80,Other,"- ",60,05,90,00,00,80
6006100000 80,Of wool or fine animal hair,"- ",60,06,10,00,00,80
6006210000 10,Of cotton,"- ",60,06,21,00,00,10
6006210000 80,Unbleached or bleached,"- - ",60,06,21,00,00,80
6006220000 80,Dyed,"- - ",60,06,22,00,00,80
6006230000 80,Of yarns of different colours,"- - ",60,06,23,00,00,80
6006240000 80,Printed,"- - ",60,06,24,00,00,80
6006310000 10,Of synthetic fibres,"- ",60,06,31,00,00,10
6006310000 80,Unbleached or bleached,"- - ",60,06,31,00,00,80
6006320000 80,Dyed,"- - ",60,06,32,00,00,80
6006330000 80,Of yarns of different colours,"- - ",60,06,33,00,00,80
6006340000 80,Printed,"- - ",60,06,34,00,00,80
6006410000 10,Of artificial fibres,"- ",60,06,41,00,00,10
6006410000 80,Unbleached or bleached,"- - ",60,06,41,00,00,80
6006420000 80,Dyed,"- - ",60,06,42,00,00,80
6006430000 80,Of yarns of different colours,"- - ",60,06,43,00,00,80
6006440000 80,Printed,"- - ",60,06,44,00,00,80
6006900000 80,Other,"- ",60,06,90,00,00,80
6101200000 80,Of cotton,"- ",61,01,20,00,00,80
6101300000 80,Of man-made fibres,"- ",61,01,30,00,00,80
6101900000 80,Of other textile materials,"- ",61,01,90,00,00,80
6102100000 80,Of wool or fine animal hair,"- ",61,02,10,00,00,80
6102200000 80,Of cotton,"- ",61,02,20,00,00,80
6102300000 80,Of man-made fibres,"- ",61,02,30,00,00,80
6102900000 80,Of other textile materials,"- ",61,02,90,00,00,80
6103100000 80,Suits,"- ",61,03,10,00,00,80
6103220000 10,Ensembles,"- ",61,03,22,00,00,10
6103220000 80,Of cotton,"- - ",61,03,22,00,00,80
6103230000 80,Of synthetic fibres,"- - ",61,03,23,00,00,80
6103290000 80,Of other textile materials,"- - ",61,03,29,00,00,80
6103310000 10,Jackets and blazers,"- ",61,03,31,00,00,10
6103310000 80,Of wool or fine animal hair,"- - ",61,03,31,00,00,80
6103320000 80,Of cotton,"- - ",61,03,32,00,00,80
6103330000 80,Of synthetic fibres,"- - ",61,03,33,00,00,80
6103390000 80,Of other textile materials,"- - ",61,03,39,00,00,80
6103410000 10,"Trousers, bib and brace overalls, breeches and shorts","- ",61,03,41,00,00,10
6103410000 80,Of wool or fine animal hair,"- - ",61,03,41,00,00,80
6103420000 80,Of cotton,"- - ",61,03,42,00,00,80
6103430000 80,Of synthetic fibres,"- - ",61,03,43,00,00,80
6103490000 80,Of other textile materials,"- - ",61,03,49,00,00,80
6104130000 10,Suits,"- ",61,04,13,00,00,10
6104130000 80,Of synthetic fibres,"- - ",61,04,13,00,00,80
6104190000 80,Of other textile materials,"- - ",61,04,19,00,00,80
6104220000 10,Ensembles,"- ",61,04,22,00,00,10
6104220000 80,Of cotton,"- - ",61,04,22,00,00,80
6104230000 80,Of synthetic fibres,"- - ",61,04,23,00,00,80
6104290000 80,Of other textile materials,"- - ",61,04,29,00,00,80
6104310000 10,Jackets and blazers,"- ",61,04,31,00,00,10
6104310000 80,Of wool or fine animal hair,"- - ",61,04,31,00,00,80
6104320000 80,Of cotton,"- - ",61,04,32,00,00,80
6104330000 80,Of synthetic fibres,"- - ",61,04,33,00,00,80
6104390000 80,Of other textile materials,"- - ",61,04,39,00,00,80
6104410000 10,Dresses,"- ",61,04,41,00,00,10
6104410000 80,Of wool or fine animal hair,"- - ",61,04,41,00,00,80
6104420000 80,Of cotton,"- - ",61,04,42,00,00,80
6104430000 80,Of synthetic fibres,"- - ",61,04,43,00,00,80
6104440000 80,Of artificial fibres,"- - ",61,04,44,00,00,80
6104490000 80,Of other textile materials,"- - ",61,04,49,00,00,80
6104510000 10,Skirts and divided skirts,"- ",61,04,51,00,00,10
6104510000 80,Of wool or fine animal hair,"- - ",61,04,51,00,00,80
6104520000 80,Of cotton,"- - ",61,04,52,00,00,80
6104530000 80,Of synthetic fibres,"- - ",61,04,53,00,00,80
6104590000 80,Of other textile materials,"- - ",61,04,59,00,00,80
6104610000 10,"Trousers, bib and brace overalls, breeches and shorts","- ",61,04,61,00,00,10
6104610000 80,Of wool or fine animal hair,"- - ",61,04,61,00,00,80
6104620000 80,Of cotton,"- - ",61,04,62,00,00,80
6104630000 80,Of synthetic fibres,"- - ",61,04,63,00,00,80
6104690000 80,Of other textile materials,"- - ",61,04,69,00,00,80
6105100000 80,Of cotton,"- ",61,05,10,00,00,80
6105200000 80,Of man-made fibres,"- ",61,05,20,00,00,80
6105900000 80,Of other textile materials,"- ",61,05,90,00,00,80
6106100000 80,Of cotton,"- ",61,06,10,00,00,80
6106200000 80,Of man-made fibres,"- ",61,06,20,00,00,80
6106900000 80,Of other textile materials,"- ",61,06,90,00,00,80
6107110000 10,Underpants and briefs,"- ",61,07,11,00,00,10
6107110000 80,Of cotton,"- - ",61,07,11,00,00,80
6107120000 80,Of man-made fibres,"- - ",61,07,12,00,00,80
6107190000 80,Of other textile materials,"- - ",61,07,19,00,00,80
6107210000 10,Nightshirts and pyjamas,"- ",61,07,21,00,00,10
6107210000 80,Of cotton,"- - ",61,07,21,00,00,80
6107220000 80,Of man-made fibres,"- - ",61,07,22,00,00,80
6107290000 80,Of other textile materials,"- - ",61,07,29,00,00,80
6107910000 10,Other,"- ",61,07,91,00,00,10
6107910000 80,Of cotton,"- - ",61,07,91,00,00,80
6107990000 80,Of other textile materials,"- - ",61,07,99,00,00,80
6108110000 10,Slips and petticoats,"- ",61,08,11,00,00,10
6108110000 80,Of man-made fibres,"- - ",61,08,11,00,00,80
6108190000 80,Of other textile materials,"- - ",61,08,19,00,00,80
6108210000 10,Briefs and panties,"- ",61,08,21,00,00,10
6108210000 80,Of cotton,"- - ",61,08,21,00,00,80
6108220000 80,Of man-made fibres,"- - ",61,08,22,00,00,80
6108290000 80,Of other textile materials,"- - ",61,08,29,00,00,80
6108310000 10,Nightdresses and pyjamas,"- ",61,08,31,00,00,10
6108310000 80,Of cotton,"- - ",61,08,31,00,00,80
6108320000 80,Of man-made fibres,"- - ",61,08,32,00,00,80
6108390000 80,Of other textile materials,"- - ",61,08,39,00,00,80
6108910000 10,Other,"- ",61,08,91,00,00,10
6108910000 80,Of cotton,"- - ",61,08,91,00,00,80
6108920000 80,Of man-made fibres,"- - ",61,08,92,00,00,80
6108990000 80,Of other textile materials,"- - ",61,08,99,00,00,80
6109100000 80,Of cotton,"- ",61,09,10,00,00,80
6109900000 80,Of other textile materials,"- ",61,09,90,00,00,80
6110110000 10,Of wool or fine animal hair,"- ",61,10,11,00,00,10
6110110000 80,Of wool,"- - ",61,10,11,00,00,80
6110120000 80,Of Kashmir (cashmere) goats,"- - ",61,10,12,00,00,80
6110190000 80,Other,"- - ",61,10,19,00,00,80
6110200000 80,Of cotton,"- ",61,10,20,00,00,80
6110300000 80,Of man-made fibres,"- ",61,10,30,00,00,80
6110900000 80,Of other textile materials,"- ",61,10,90,00,00,80
6111200000 80,Of cotton,"- ",61,11,20,00,00,80
6111300000 80,Of synthetic fibres,"- ",61,11,30,00,00,80
6111900000 80,Of other textile materials,"- ",61,11,90,00,00,80
6112110000 10,Tracksuits,"- ",61,12,11,00,00,10
6112110000 80,Of cotton,"- - ",61,12,11,00,00,80
6112120000 80,Of synthetic fibres,"- - ",61,12,12,00,00,80
6112190000 80,Of other textile materials,"- - ",61,12,19,00,00,80
6112200000 80,Ski suits,"- ",61,12,20,00,00,80
6112310000 10,Men's or boys' swimwear,"- ",61,12,31,00,00,10
6112310000 80,Of synthetic fibres,"- - ",61,12,31,00,00,80
6112390000 80,Of other textile materials,"- - ",61,12,39,00,00,80
6112410000 10,Women's or girls' swimwear,"- ",61,12,41,00,00,10
6112410000 80,Of synthetic fibres,"- - ",61,12,41,00,00,80
6112490000 80,Of other textile materials,"- - ",61,12,49,00,00,80
6114200000 80,Of cotton,"- ",61,14,20,00,00,80
6114300000 80,Of man-made fibres,"- ",61,14,30,00,00,80
6114900000 80,Of other textile materials,"- ",61,14,90,00,00,80
6115100000 80,"Graduated compression hosiery (for example, stockings for varicose veins)","- ",61,15,10,00,00,80
6115210000 10,Other pantyhose and tights,"- ",61,15,21,00,00,10
6115210000 80,"Of synthetic fibres, measuring per single yarn less than 67|decitex","- - ",61,15,21,00,00,80
6115220000 80,"Of synthetic fibres, measuring per single yarn 67|decitex or more","- - ",61,15,22,00,00,80
6115290000 80,Of other textile materials,"- - ",61,15,29,00,00,80
6115300000 80,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67|decitex","- ",61,15,30,00,00,80
6115940000 10,Other,"- ",61,15,94,00,00,10
6115940000 80,Of wool or fine animal hair,"- - ",61,15,94,00,00,80
6115950000 80,Of cotton,"- - ",61,15,95,00,00,80
6115960000 80,Of synthetic fibres,"- - ",61,15,96,00,00,80
6115990000 80,Of other textile materials,"- - ",61,15,99,00,00,80
6116100000 80,"Impregnated, coated or covered with plastics or rubber","- ",61,16,10,00,00,80
6116910000 10,Other,"- ",61,16,91,00,00,10
6116910000 80,Of wool or fine animal hair,"- - ",61,16,91,00,00,80
6116920000 80,Of cotton,"- - ",61,16,92,00,00,80
6116930000 80,Of synthetic fibres,"- - ",61,16,93,00,00,80
6116990000 80,Of other textile materials,"- - ",61,16,99,00,00,80
6117100000 80,"Shawls, scarves, mufflers, mantillas, veils and the like","- ",61,17,10,00,00,80
6117800000 80,Other accessories,"- ",61,17,80,00,00,80
6117900000 80,Parts,"- ",61,17,90,00,00,80
6201110000 10,"Overcoats, raincoats, car coats, capes, cloaks and similar articles","- ",62,01,11,00,00,10
6201110000 80,Of wool or fine animal hair,"- - ",62,01,11,00,00,80
6201120000 80,Of cotton,"- - ",62,01,12,00,00,80
3909310000 10,Other amino-resins,"- ",39,09,31,00,00,10
3909310000 80,"Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","- - ",39,09,31,00,00,80
3909390000 80,Other,"- - ",39,09,39,00,00,80
3909400000 80,Phenolic resins,"- ",39,09,40,00,00,80
3909500000 80,Polyurethanes,"- ",39,09,50,00,00,80
3911100000 80,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","- ",39,11,10,00,00,80
3911900000 80,Other,"- ",39,11,90,00,00,80
3912110000 10,Cellulose acetates,"- ",39,12,11,00,00,10
3912110000 80,Non-plasticised,"- - ",39,12,11,00,00,80
3912120000 80,Plasticised,"- - ",39,12,12,00,00,80
3912200000 80,Cellulose nitrates (including collodions),"- ",39,12,20,00,00,80
3912310000 10,Cellulose ethers,"- ",39,12,31,00,00,10
3912310000 80,Carboxymethylcellulose and its salts,"- - ",39,12,31,00,00,80
3912390000 80,Other,"- - ",39,12,39,00,00,80
3912900000 80,Other,"- ",39,12,90,00,00,80
3913100000 80,"Alginic acid, its salts and esters","- ",39,13,10,00,00,80
3913900000 80,Other,"- ",39,13,90,00,00,80
3915100000 80,Of polymers of ethylene,"- ",39,15,10,00,00,80
3915200000 80,Of polymers of styrene,"- ",39,15,20,00,00,80
3915300000 80,Of polymers of vinyl chloride,"- ",39,15,30,00,00,80
3915900000 80,Of other plastics,"- ",39,15,90,00,00,80
3916100000 80,Of polymers of ethylene,"- ",39,16,10,00,00,80
3916200000 80,Of polymers of vinyl chloride,"- ",39,16,20,00,00,80
3916900000 80,Of other plastics,"- ",39,16,90,00,00,80
3917100000 80,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"- ",39,17,10,00,00,80
3917210000 10,"Tubes, pipes and hoses, rigid","- ",39,17,21,00,00,10
3917210000 80,Of polymers of ethylene,"- - ",39,17,21,00,00,80
3917220000 80,Of polymers of propylene,"- - ",39,17,22,00,00,80
3917230000 80,Of polymers of vinyl chloride,"- - ",39,17,23,00,00,80
3917290000 80,Of other plastics,"- - ",39,17,29,00,00,80
3917310000 10,"Other tubes, pipes and hoses","- ",39,17,31,00,00,10
3917310000 80,"Flexible tubes, pipes and hoses, having a minimum burst pressure of 27,6|MPa","- - ",39,17,31,00,00,80
3917320000 80,"Other, not reinforced or otherwise combined with other materials, without fittings","- - ",39,17,32,00,00,80
3917330000 80,"Other, not reinforced or otherwise combined with other materials, with fittings","- - ",39,17,33,00,00,80
3917390000 80,Other,"- - ",39,17,39,00,00,80
3917400000 80,Fittings,"- ",39,17,40,00,00,80
3918100000 80,Of polymers of vinyl chloride,"- ",39,18,10,00,00,80
3918900000 80,Of other plastics,"- ",39,18,90,00,00,80
3919100000 80,In rolls of a width not exceeding 20|cm,"- ",39,19,10,00,00,80
