goods_code_10,Description_10,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
0102295939 80,Other,"- - - - - - - - ",01,02,29,59,39,80
0102295991 10,Other,"- - - - - - - ",01,02,29,59,91,10
0102295991 80,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg","- - - - - - - - ",01,02,29,59,91,80
0102295999 80,Other,"- - - - - - - - ",01,02,29,59,99,80
0102296910 80,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","- - - - - - - ",01,02,29,69,10,80
0102296920 80,Of the Schwyz and Fribourg breeds,"- - - - - - - ",01,02,29,69,20,80
0102296930 80,Of the spotted Simmental breed,"- - - - - - - ",01,02,29,69,30,80
0102296990 80,Other,"- - - - - - - ",01,02,29,69,90,80
0102299110 80,"Not yet having any permanent teeth, of a weight of not less than 350|kg but not more than 500|kg","- - - - - - - ",01,02,29,91,10,80
0102299190 80,Other,"- - - - - - - ",01,02,29,91,90,80
0102299921 10,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds","- - - - - - - ",01,02,29,99,21,10
0102299921 80,"Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","- - - - - - - - ",01,02,29,99,21,80
0102299929 80,Other,"- - - - - - - - ",01,02,29,99,29,80
0102299991 10,Other,"- - - - - - - ",01,02,29,99,91,10
0102299991 80,"Not yet having any permanent teeth, of a weight of not less than 350|kg but not more than 500|kg","- - - - - - - - ",01,02,29,99,91,80
0102299999 80,Other,"- - - - - - - - ",01,02,29,99,99,80
0102391010 80,Of a weight exceeding 160 kg,"- - - - ",01,02,39,10,10,80
0102391090 80,Other,"- - - - ",01,02,39,10,90,80
0102909110 80,Of a weight exceeding 160 kg,"- - - - ",01,02,90,91,10,80
0102909190 80,Other,"- - - - ",01,02,90,91,90,80
0106900010 10,Frogs,"- - ",01,06,90,00,10,10
0106900010 80,Fit for human consumption,"- - - ",01,06,90,00,10,80
0106900019 80,Other,"- - - ",01,06,90,00,19,80
0106900090 80,Other,"- - ",01,06,90,00,90,80
0201100021 10,High quality beef and veal,"- - ",02,01,10,00,21,10
0201100021 80,Of bison,"- - - ",02,01,10,00,21,80
0201100029 80,Other,"- - - ",02,01,10,00,29,80
0201100092 10,Other,"- - ",02,01,10,00,92,10
0201100092 20,"Carcases of a weight of 180|kg or more but not exceeding 300|kg and half-carcases, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","- - - ",02,01,10,00,92,20
0201100092 80,Of bison,"- - - - ",02,01,10,00,92,80
0201100094 80,Other,"- - - - ",02,01,10,00,94,80
0201100097 10,Other,"- - - ",02,01,10,00,97,10
0201100097 80,Of bison,"- - - - ",02,01,10,00,97,80
0201100098 80,Other,"- - - - ",02,01,10,00,98,80
0201202021 10,High quality beef and veal,"- - - ",02,01,20,20,21,10
0201202021 80,Of bison,"- - - - ",02,01,20,20,21,80
0201202029 80,Other,"- - - - ",02,01,20,20,29,80
0201202092 10,Other,"- - - ",02,01,20,20,92,10
0201202092 20,"Compensated"""" quarters, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","- - - - ",02,01,20,20,92,20
0201202092 80,Of bison,"- - - - - ",02,01,20,20,92,80
0201202094 80,Other,"- - - - - ",02,01,20,20,94,80
0201202097 10,Other,"- - - - ",02,01,20,20,97,10
0201202097 80,Of bison,"- - - - - ",02,01,20,20,97,80
0201202098 80,Other,"- - - - - ",02,01,20,20,98,80
0201203021 10,High quality beef and veal,"- - - ",02,01,20,30,21,10
0201203021 80,Of bison,"- - - - ",02,01,20,30,21,80
0201203029 80,Other,"- - - - ",02,01,20,30,29,80
0201203092 10,Other,"- - - ",02,01,20,30,92,10
0201203092 20,"Separated forequarters of a weight of 45|kg or more but not exceeding|75|kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","- - - - ",02,01,20,30,92,20
0201203092 80,Of bison,"- - - - - ",02,01,20,30,92,80
0201203094 80,Other,"- - - - - ",02,01,20,30,94,80
0201203097 10,Other,"- - - - ",02,01,20,30,97,10
0201203097 80,Of bison,"- - - - - ",02,01,20,30,97,80
0201203098 80,Other,"- - - - - ",02,01,20,30,98,80
0201205021 10,High quality beef and veal,"- - - ",02,01,20,50,21,10
0201205021 80,Of bison,"- - - - ",02,01,20,50,21,80
0201205029 80,Other,"- - - - ",02,01,20,50,29,80
0201205092 10,Other,"- - - ",02,01,20,50,92,10
0201205092 20,"Separated hindquarters of a weight of 45|kg or more but not exceeding 75|kg (38|kg or more but not exceeding 68|kg in the case of """"Pistola"""" cuts), with a low degree of ossification of the cartilages (more especially those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","- - - - ",02,01,20,50,92,20
0201205092 80,Of bison,"- - - - - ",02,01,20,50,92,80
0201205094 80,Other,"- - - - - ",02,01,20,50,94,80
0201205097 10,Other,"- - - - ",02,01,20,50,97,10
0201205097 80,Of bison,"- - - - - ",02,01,20,50,97,80
0201205098 80,Other,"- - - - - ",02,01,20,50,98,80
0201209011 10,High quality beef and veal,"- - - ",02,01,20,90,11,10
0201209011 80,Of bison,"- - - - ",02,01,20,90,11,80
0201209015 80,Other,"- - - - ",02,01,20,90,15,80
0201209091 10,Other,"- - - ",02,01,20,90,91,10
0201209091 80,Of bison,"- - - - ",02,01,20,90,91,80
0201209099 80,Other,"- - - - ",02,01,20,90,99,80
0201300031 10,High quality,"- - ",02,01,30,00,31,10
0201300031 80,Of bison,"- - - ",02,01,30,00,31,80
0201300039 80,Other,"- - - ",02,01,30,00,39,80
0201300041 10,Other,"- - ",02,01,30,00,41,10
0201300041 20,Buffalo meat,"- - - ",02,01,30,00,41,20
0201300041 80,Of bison,"- - - - ",02,01,30,00,41,80
0201300049 80,Other,"- - - - ",02,01,30,00,49,80
0201300090 80,Other,"- - - ",02,01,30,00,90,80
0202100011 10,High quality beef and veal,"- - ",02,02,10,00,11,10
0202100011 80,Of bison,"- - - ",02,02,10,00,11,80
0202100015 80,Other,"- - - ",02,02,10,00,15,80
0202100091 10,Other,"- - ",02,02,10,00,91,10
0202100091 80,Of bison,"- - - ",02,02,10,00,91,80
0202100099 80,Other,"- - - ",02,02,10,00,99,80
0202201011 10,High quality beef and veal,"- - - ",02,02,20,10,11,10
0202201011 80,Of bison,"- - - - ",02,02,20,10,11,80
0202201015 80,Other,"- - - - ",02,02,20,10,15,80
0202201091 10,Other,"- - - ",02,02,20,10,91,10
0202201091 80,Of bison,"- - - - ",02,02,20,10,91,80
0202201099 80,Other,"- - - - ",02,02,20,10,99,80
0202203011 10,High quality beef and veal,"- - - ",02,02,20,30,11,10
0202203011 80,Of bison,"- - - - ",02,02,20,30,11,80
0202203015 80,Other,"- - - - ",02,02,20,30,15,80
0202203081 10,Other,"- - - ",02,02,20,30,81,10
0202203081 20,Intended for processing,"- - - - ",02,02,20,30,81,20
0202203081 30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - ",02,02,20,30,81,30
0202203081 80,Of bison,"- - - - - - ",02,02,20,30,81,80
0202203082 80,Other,"- - - - - - ",02,02,20,30,82,80
0202203083 10,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - ",02,02,20,30,83,10
0202203083 80,Of bison,"- - - - - - ",02,02,20,30,83,80
0202203084 80,Other,"- - - - - - ",02,02,20,30,84,80
0202203085 10,Other,"- - - - - ",02,02,20,30,85,10
0202203085 80,Of bison,"- - - - - - ",02,02,20,30,85,80
0202203086 80,Other,"- - - - - - ",02,02,20,30,86,80
0202203087 10,Other,"- - - - ",02,02,20,30,87,10
0202203087 80,Of bison,"- - - - - ",02,02,20,30,87,80
0202203088 80,Other,"- - - - - ",02,02,20,30,88,80
0202205011 10,High quality beef and veal,"- - - ",02,02,20,50,11,10
0202205011 80,Of bison,"- - - - ",02,02,20,50,11,80
0202205015 80,Other,"- - - - ",02,02,20,50,15,80
0202205091 10,Other,"- - - ",02,02,20,50,91,10
0202205091 80,Of bison,"- - - - ",02,02,20,50,91,80
0202205099 80,Other,"- - - - ",02,02,20,50,99,80
0202209011 10,High quality beef and veal,"- - - ",02,02,20,90,11,10
0202209011 80,Of bison,"- - - - ",02,02,20,90,11,80
0202209015 80,Other,"- - - - ",02,02,20,90,15,80
0202209091 10,Other,"- - - ",02,02,20,90,91,10
0202209091 80,Of bison,"- - - - ",02,02,20,90,91,80
0202209099 80,Other,"- - - - ",02,02,20,90,99,80
0202301011 10,High quality beef and veal,"- - - ",02,02,30,10,11,10
0202301011 80,Of bison,"- - - - ",02,02,30,10,11,80
0202301015 80,Other,"- - - - ",02,02,30,10,15,80
0202301081 10,Other,"- - - ",02,02,30,10,81,10
0202301081 20,Intended for processing,"- - - - ",02,02,30,10,81,20
0202301081 30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - ",02,02,30,10,81,30
0202301081 80,Of bison,"- - - - - - ",02,02,30,10,81,80
0202301082 80,Other,"- - - - - - ",02,02,30,10,82,80
0202301083 10,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - ",02,02,30,10,83,10
0202301083 80,Of bison,"- - - - - - ",02,02,30,10,83,80
0202301084 80,Other,"- - - - - - ",02,02,30,10,84,80
0202301085 10,Other,"- - - - - ",02,02,30,10,85,10
0202301085 80,Of bison,"- - - - - - ",02,02,30,10,85,80
0202301086 80,Other,"- - - - - - ",02,02,30,10,86,80
0202301087 10,Other,"- - - - ",02,02,30,10,87,10
0202301087 80,Of bison,"- - - - - ",02,02,30,10,87,80
0202301088 80,Other,"- - - - - ",02,02,30,10,88,80
0202305011 10,High quality beef and veal,"- - - ",02,02,30,50,11,10
0202305011 80,Of bison,"- - - - ",02,02,30,50,11,80
0202305015 80,Other,"- - - - ",02,02,30,50,15,80
0202305081 10,Other,"- - - ",02,02,30,50,81,10
0202305081 20,Intended for processing,"- - - - ",02,02,30,50,81,20
0202305081 30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - ",02,02,30,50,81,30
0202305081 80,Of bison,"- - - - - - ",02,02,30,50,81,80
0202305082 80,Other,"- - - - - - ",02,02,30,50,82,80
0202305083 10,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - ",02,02,30,50,83,10
0202305083 80,Of bison,"- - - - - - ",02,02,30,50,83,80
0202305084 80,Other,"- - - - - - ",02,02,30,50,84,80
0202305085 10,Other,"- - - - - ",02,02,30,50,85,10
0202305085 80,Of bison,"- - - - - - ",02,02,30,50,85,80
0202305086 80,Other,"- - - - - - ",02,02,30,50,86,80
0202305087 10,Other,"- - - - ",02,02,30,50,87,10
0202305087 80,Of bison,"- - - - - ",02,02,30,50,87,80
0202305088 80,Other,"- - - - - ",02,02,30,50,88,80
0202309011 10,High quality,"- - - ",02,02,30,90,11,10
0202309011 80,Of bison,"- - - - ",02,02,30,90,11,80
0202309015 80,Other,"- - - - ",02,02,30,90,15,80
0202309041 10,Other,"- - - ",02,02,30,90,41,10
0202309041 20,Buffalo meat,"- - - - ",02,02,30,90,41,20
0202309041 30,Intended for processing,"- - - - - ",02,02,30,90,41,30
0202309041 40,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - - ",02,02,30,90,41,40
0202309041 80,Of bison,"- - - - - - - ",02,02,30,90,41,80
0202309042 80,Other,"- - - - - - - ",02,02,30,90,42,80
0202309043 10,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - - ",02,02,30,90,43,10
0202309043 80,Of bison,"- - - - - - - ",02,02,30,90,43,80
0202309044 80,Other,"- - - - - - - ",02,02,30,90,44,80
0202309045 10,Other,"- - - - - - ",02,02,30,90,45,10
0202309045 80,Of bison,"- - - - - - - ",02,02,30,90,45,80
0202309046 80,Other,"- - - - - - - ",02,02,30,90,46,80
0202309047 10,Other,"- - - - - ",02,02,30,90,47,10
0202309047 80,Of bison,"- - - - - - ",02,02,30,90,47,80
0202309048 80,Other,"- - - - - - ",02,02,30,90,48,80
0202309070 10,Other,"- - - - ",02,02,30,90,70,10
0202309070 20,Intended for processing,"- - - - - ",02,02,30,90,70,20
0202309070 80,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - - ",02,02,30,90,70,80
0202309075 80,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - - ",02,02,30,90,75,80
0202309080 80,Other,"- - - - - - ",02,02,30,90,80,80
0202309090 80,Other,"- - - - - ",02,02,30,90,90,80
0203195510 80,"Tenderloin, presented separately","- - - - - - ",02,03,19,55,10,80
0203195515 10,"Loins and cuts thereof, excluding tenderloin presented separately","- - - - - - ",02,03,19,55,15,10
0203195515 80,Loins,"- - - - - - - ",02,03,19,55,15,80
0203195525 80,Cuts,"- - - - - - - ",02,03,19,55,25,80
0203195530 80,Hams,"- - - - - - ",02,03,19,55,30,80
0203195590 80,Other,"- - - - - - ",02,03,19,55,90,80
0203295520 10,"Loins and cuts thereof, excluding tenderloin presented separately","- - - - - - ",02,03,29,55,20,10
0203295520 80,Loins,"- - - - - - - ",02,03,29,55,20,80
0203295530 80,Cuts,"- - - - - - - ",02,03,29,55,30,80
0203295591 10,Other,"- - - - - - ",02,03,29,55,91,10
0203295591 80,"Tenderloin, presented separately","- - - - - - - ",02,03,29,55,91,80
0203295592 80,Hams,"- - - - - - - ",02,03,29,55,92,80
0203295599 80,Other,"- - - - - - - ",02,03,29,55,99,80
0204100010 80,Of domestic lamb,"- - ",02,04,10,00,10,80
0204100090 80,Other,"- - ",02,04,10,00,90,80
0204210010 80,Of domestic sheep,"- - - ",02,04,21,00,10,80
0204210090 80,Other,"- - - ",02,04,21,00,90,80
0204221010 80,Of domestic sheep,"- - - - ",02,04,22,10,10,80
0204221090 80,Other,"- - - - ",02,04,22,10,90,80
0204223010 80,Of domestic sheep,"- - - - ",02,04,22,30,10,80
0204223090 80,Other,"- - - - ",02,04,22,30,90,80
0204225010 80,Of domestic sheep,"- - - - ",02,04,22,50,10,80
0204225090 80,Other,"- - - - ",02,04,22,50,90,80
0204229010 80,Of domestic sheep,"- - - - ",02,04,22,90,10,80
0204229090 80,Other,"- - - - ",02,04,22,90,90,80
0204230011 10,Of domestic sheep,"- - - ",02,04,23,00,11,10
0204230011 80,Of lamb,"- - - - ",02,04,23,00,11,80
0204230019 80,Other,"- - - - ",02,04,23,00,19,80
0204230091 10,Other,"- - - ",02,04,23,00,91,10
0204230091 80,Of lamb,"- - - - ",02,04,23,00,91,80
0204230099 80,Other,"- - - - ",02,04,23,00,99,80
0204300010 80,Of domestic lamb,"- - ",02,04,30,00,10,80
0204300090 80,Other,"- - ",02,04,30,00,90,80
0204410010 80,Of domestic sheep,"- - - ",02,04,41,00,10,80
0204410090 80,Other,"- - - ",02,04,41,00,90,80
0204421010 80,Of domestic sheep,"- - - - ",02,04,42,10,10,80
0204421090 80,Other,"- - - - ",02,04,42,10,90,80
0204423010 80,Of domestic sheep,"- - - - ",02,04,42,30,10,80
0204423090 80,Other,"- - - - ",02,04,42,30,90,80
0204425010 80,Of domestic sheep,"- - - - ",02,04,42,50,10,80
0204425090 80,Other,"- - - - ",02,04,42,50,90,80
0204429010 80,Of domestic sheep,"- - - - ",02,04,42,90,10,80
0204429090 80,Other,"- - - - ",02,04,42,90,90,80
0204431010 80,Of domestic sheep,"- - - - ",02,04,43,10,10,80
0204431090 80,Other,"- - - - ",02,04,43,10,90,80
0204439010 80,Of domestic sheep,"- - - - ",02,04,43,90,10,80
0204439090 80,Other,"- - - - ",02,04,43,90,90,80
0204503910 80,Goatmeat of kid,"- - - - - ",02,04,50,39,10,80
0204503990 80,Other,"- - - - - ",02,04,50,39,90,80
0204507910 80,Goatmeat of kid,"- - - - - ",02,04,50,79,10,80
0204507990 80,Other,"- - - - - ",02,04,50,79,90,80
0206109511 10,Of high quality,"- - - - ",02,06,10,95,11,10
0206109511 80,Of bison,"- - - - - ",02,06,10,95,11,80
0206109515 80,Other,"- - - - - ",02,06,10,95,15,80
0206109591 10,Other,"- - - - ",02,06,10,95,91,10
0206109591 80,Of bison,"- - - - - ",02,06,10,95,91,80
0206109599 80,Other,"- - - - - ",02,06,10,95,99,80
0206299111 10,Of high quality,"- - - - - ",02,06,29,91,11,10
0206299111 20,"Thin skirt, whole","- - - - - - ",02,06,29,91,11,20
0206299111 80,Of bison,"- - - - - - - ",02,06,29,91,11,80
0206299115 80,Other,"- - - - - - - ",02,06,29,91,15,80
0206299121 10,Other,"- - - - - - ",02,06,29,91,21,10
0206299121 80,Of bison,"- - - - - - - ",02,06,29,91,21,80
0206299129 80,Other,"- - - - - - - ",02,06,29,91,29,80
0206299133 10,Other,"- - - - - ",02,06,29,91,33,10
0206299133 20,"Thin skirt, whole","- - - - - - ",02,06,29,91,33,20
0206299133 30,Intended for processing,"- - - - - - - ",02,06,29,91,33,30
0206299133 40,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - - - - ",02,06,29,91,33,40
0206299133 80,Of bison,"- - - - - - - - - ",02,06,29,91,33,80
0206299135 80,Other,"- - - - - - - - - ",02,06,29,91,35,80
0206299137 10,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - - - - ",02,06,29,91,37,10
0206299137 80,Of bison,"- - - - - - - - - ",02,06,29,91,37,80
0206299138 80,Other,"- - - - - - - - - ",02,06,29,91,38,80
0206299141 10,Other,"- - - - - - - - ",02,06,29,91,41,10
0206299141 80,Of bison,"- - - - - - - - - ",02,06,29,91,41,80
0206299142 80,Other,"- - - - - - - - - ",02,06,29,91,42,80
0206299144 10,Other,"- - - - - - - ",02,06,29,91,44,10
0206299144 80,Of bison,"- - - - - - - - ",02,06,29,91,44,80
0206299145 80,Other,"- - - - - - - - ",02,06,29,91,45,80
0206299151 10,Other,"- - - - - - ",02,06,29,91,51,10
0206299151 20,Intended for processing,"- - - - - - - ",02,06,29,91,51,20
0206299151 30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","- - - - - - - - ",02,06,29,91,51,30
0206299151 80,Of bison,"- - - - - - - - - ",02,06,29,91,51,80
0206299159 80,Other,"- - - - - - - - - ",02,06,29,91,59,80
0206299161 10,"For the manufacture of other products than products falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","- - - - - - - - ",02,06,29,91,61,10
0206299161 80,Of bison,"- - - - - - - - - ",02,06,29,91,61,80
0206299169 80,Other,"- - - - - - - - - ",02,06,29,91,69,80
0206299171 10,Other,"- - - - - - - - ",02,06,29,91,71,10
0206299171 80,Of bison,"- - - - - - - - - ",02,06,29,91,71,80
0206299179 80,Other,"- - - - - - - - - ",02,06,29,91,79,80
0206299191 10,Other,"- - - - - - - ",02,06,29,91,91,10
0206299191 80,Of bison,"- - - - - - - - ",02,06,29,91,91,80
0206299199 80,Other,"- - - - - - - - ",02,06,29,91,99,80
0206300010 80,Of domestic swine,"- - ",02,06,30,00,10,80
0206300090 80,Other,"- - ",02,06,30,00,90,80
0206410010 80,Of domestic swine,"- - - ",02,06,41,00,10,80
0206410090 80,Other,"- - - ",02,06,41,00,90,80
0207600510 80,fresh or chilled,"- - - ",02,07,60,05,10,80
0207600590 80,frozen,"- - - ",02,07,60,05,90,80
0207602110 80,Fresh or chilled,"- - - - - - ",02,07,60,21,10,80
0207602190 80,Other,"- - - - - - ",02,07,60,21,90,80
0207609110 80,Fresh or chilled,"- - - - - ",02,07,60,91,10,80
0207609190 80,Other,"- - - - - ",02,07,60,91,90,80
0210195010 80,"Hams, in brine, enclosed in a bladder or in an artificial gut","- - - - - - ",02,10,19,50,10,80
0210195090 80,Other,"- - - - - - ",02,10,19,50,90,80
0210198110 80,"Chop, smoked","- - - - - - - ",02,10,19,81,10,80
0210198120 80,"Pork neck, dried in air, seasoned or not, whole, in pieces or thinly sliced","- - - - - - - ",02,10,19,81,20,80
0210198190 80,Other,"- - - - - - - ",02,10,19,81,90,80
0210201010 80,Of bison,"- - - ",02,10,20,10,10,80
0210201090 80,Other,"- - - ",02,10,20,10,90,80
0210209011 10,"Cuts of meat from haunches of bovine animals aged at least 18 months, with no visible intramuscular fat (3 to 7 %) and a pH of the fresh meat between 5.4 and 6.0; salted, seasoned, pressed, dried only in fresh dry air and developing noble mould (bloom of microscopic fungi); the weight of the finished product is between 41|% and 53|% of the raw material before salting ","- - - ",02,10,20,90,11,10
0210209011 80,Of bison,"- - - - ",02,10,20,90,11,80
0210209015 80,Other,"- - - - ",02,10,20,90,15,80
0210209091 10,Other,"- - - ",02,10,20,90,91,10
0210209091 80,Of bison,"- - - - ",02,10,20,90,91,80
0210209099 80,Other,"- - - - ",02,10,20,90,99,80
0210993910 80,"Poultrymeat, salted or in brine, of heading 0207","- - - - - ",02,10,99,39,10,80
0210993990 80,Other,"- - - - - ",02,10,99,39,90,80
0210995110 80,Of bison,"- - - - - - ",02,10,99,51,10,80
0210995190 80,Other,"- - - - - - ",02,10,99,51,90,80
0210995910 80,Of bison,"- - - - - - ",02,10,99,59,10,80
0210995990 80,Other,"- - - - - - ",02,10,99,59,90,80
0210998510 80,Of sheep and goats,"- - - - - - ",02,10,99,85,10,80
0210998590 80,Other,"- - - - - - ",02,10,99,85,90,80
0210999010 80,Of domestic swine and bovine animals,"- - - - ",02,10,99,90,10,80
0210999090 80,Other,"- - - - ",02,10,99,90,90,80
0301919011 10,Of the species Oncorhynchus mykiss,"- - - - ",03,01,91,90,11,10
0301919011 80,Weighing 1.2 kg or less each,"- - - - - ",03,01,91,90,11,80
